,id,neighborhood,latitude,longitude,price,size_in_sqft,no_of_bedrooms,no_of_bathrooms,quality,maid_room,unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,networked,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet
1188,7654020,Jumeirah Beach Residence,25.082647,55.135003000000005,1200000,638,1,1,Low,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
28,6820539,Downtown Dubai,25.191719,55.270677,1875000,1543,2,3,Low,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1217,7657186,Dubai Marina,25.087751,55.147627,950000,1198,2,2,Low,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1259,7660506,Downtown Dubai,25.201424,55.27079200000001,9900000,2562,4,5,Medium,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
1735,7693702,Palm Jumeirah,25.116492,55.141387,1850000,1296,1,1,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False
945,7630922,Business Bay,25.180869,55.271015000000006,750000,1007,1,2,High,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,False,False,True,False,True
169,7388157,Dubai Marina,25.075017000000003,55.137997,1990000,1556,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1871,7702233,Dubai Harbour,25.09938,55.141275,1352888,745,1,1,Medium,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,False,True,True,False
1197,7654374,Remraam,25.004319,55.250658,503000,758,1,2,Low,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
912,7627021,Downtown Dubai,25.186836,55.276951,1000000,915,1,1,Medium,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
491,7565828,Meydan,25.145181,55.288017,700000,835,1,2,Medium,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True
953,7632015,Downtown Dubai,25.19719,55.269696,1100000,940,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1097,7648168,Jumeirah Beach Residence,25.082647,55.135003000000005,5399990,2590,4,4,Medium,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
1032,7642004,Dubai Marina,25.086575,55.147768000000006,3990000,2352,4,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
587,7587237,Downtown Dubai,25.192132,55.27216899999999,1750000,1400,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
750,7607998,Arjan,25.0633,55.243343,699000,800,1,1,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
657,7596819,Jumeirah Beach Residence,25.082647,55.135003000000005,2399999,1180,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
234,7452143,Dubai Marina,25.074958,55.138542,800000,522,0,1,Medium,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
732,7605392,Dubai Hills Estate,25.107984,55.244923,1700000,1493,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1893,7704636,Jumeirah Beach Residence,25.07359,55.126352,2000000,857,1,2,Medium,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,True,True
1559,7680408,Dubai Sports City,25.037477,55.221942000000006,520000,922,1,2,Low,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1156,7652289,Jumeirah Village Circle,25.04866,55.20955,620504,820,1,2,Ultra,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True
1402,7669516,Mudon,25.01936,55.267193000000006,1790000,1485,3,4,Medium,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True
1357,7667411,Downtown Dubai,25.202977,55.280662,1600000,1104,2,2,Low,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1555,7680214,Dubai Marina,25.067539,55.131058,1250000,1734,3,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
934,7629339,Dubai Marina,25.087251,55.145574,2000000,1314,2,3,Medium,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1209,7655160,Jumeirah,25.215192,55.235827,5500000,1521,1,2,Medium,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True
1065,7645085,The Views,25.090661,55.171744,815000,857,1,1,Medium,False,True,True,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
108,7261620,DIFC,25.212018,55.278772,1850000,1623,2,3,Low,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1472,7672737,Jumeirah Village Circle,25.064191,55.216245,380000,679,1,1,Medium,False,True,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,True,True,True,False,True,False,False
568,7584475,Downtown Dubai,25.200159,55.28246800000001,1100000,855,1,2,Medium,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
1167,7652627,Jumeirah Village Circle,25.050227,55.21335,440500,520,0,1,Ultra,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True
1174,7652884,Business Bay,25.187004,55.283015,766000,468,1,2,Ultra,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
890,7624906,Jumeirah Lake Towers,25.074521,55.143825,1399999,2063,2,3,Medium,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
947,7630955,Downtown Dubai,25.195483,55.271797,1483888,611,1,2,Medium,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
1048,7643552,Dubai Marina,25.087251,55.145574,3000000,1746,3,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1286,7662485,Dubai Hills Estate,25.111805,55.24734,1471888,998,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1304,7664214,Dubai Festival City,25.218977,55.367945,3100000,3116,3,5,Medium,True,True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True
1379,7668382,Jumeirah Village Circle,25.04866,55.20955,759000,895,2,2,Medium,False,False,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True
884,7624494,City Walk,25.204058,55.263127,4600000,2678,3,4,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1727,7693164,Motor City,25.044699,55.246543,600000,1044,1,2,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
850,7621030,Town Square,25.010196,55.291467,490000,680,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
734,7605450,Jumeirah Beach Residence,25.081265,55.139802,1550000,1922,3,4,Medium,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True
717,7603391,Palm Jumeirah,25.10798,55.147521,1259999,1583,2,4,Medium,True,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,False,True,False,False,True,False
454,7554269,Dubai Marina,25.086575,55.147768000000006,2099999,1382,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
264,7481205,Downtown Dubai,25.195039,55.26942,1375000,856,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,7158404,Downtown Dubai,25.194935,55.282665,2600000,1360,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1866,7702066,Dubai Marina,25.089833,55.150625,1975000,2979,3,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
444,7552099,Business Bay,25.181311,55.26250699999999,900000,1036,1,1,High,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,True
395,7532226,Jumeirah Beach Residence,25.072954,55.128089,2499000,1463,2,3,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
176,7396866,Dubai Marina,25.087251,55.145574,1600000,977,1,2,Low,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1042,7643101,Dubai Hills Estate,25.109367,55.247980000000005,2100000,1969,3,3,Medium,True,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
1655,7686973,Dubai Marina,25.08726,55.145517000000005,3863000,1923,3,4,Medium,False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
1334,7666165,Business Bay,25.18195,55.277238,650000,619,1,1,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
1313,7664857,Dubai Hills Estate,25.109367,55.247980000000005,1898000,2491,3,4,Ultra,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,False,True
595,7588158,Jumeirah Beach Residence,25.08058,55.139147,1500000,1903,3,3,High,True,True,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False
61,7082844,Dubai Hills Estate,25.109367,55.247980000000005,1850000,1993,3,4,Medium,True,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
872,7623192,Culture Village,25.227295,55.341761,4300000,2289,3,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1421,7670077,Dubai Marina,25.074167000000003,55.137779,1599950,1324,2,2,High,False,True,True,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True
1787,7697439,Meydan,25.158305,55.296535,940000,758,1,2,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
278,7490994,Dubai Marina,25.073778,55.132888,1500000,926,1,2,Low,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,6947962,Jumeirah Beach Residence,25.07359,55.126352,3599999,1966,3,3,Low,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1447,7671082,Jumeirah Village Circle,25.04866,55.20955,1190500,1575,3,4,Medium,True,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,True
662,7597894,Jumeirah,25.215192,55.235827,12000000,3142,3,5,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1721,7692604,Dubai Marina,25.069516,55.127361,1750000,2761,3,4,Medium,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
1453,7671817,Dubai Marina,25.068292,55.12918199999999,800000,1739,2,3,High,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,True,False
977,7635685,Mohammed Bin Rashid City,25.145146,55.285212,399950,421,0,1,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
1501,7675628,Dubai Marina,25.086726,55.145205,1318000,1255,2,2,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
738,7605858,Jumeirah Beach Residence,25.072791,55.129829,1399999,1305,2,2,Medium,False,False,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
191,7412456,DIFC,25.212018,55.278772,1850000,1634,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
919,7627751,Dubai Marina,25.090418,55.14874,750000,890,1,2,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
456,7554310,Palm Jumeirah,25.10355,55.168509,15460000,4331,3,4,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
675,7599519,Mirdif,25.227337,55.441623,1399000,1321,2,3,Medium,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
760,7608864,Jumeirah Village Circle,25.04866,55.20955,626999,813,1,2,Ultra,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True
1722,7692814,Downtown Dubai,25.191527,55.274545,2150000,1367,2,2,Medium,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1530,7678298,Downtown Dubai,25.19331,55.280919,1850000,982,1,2,Medium,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False
728,7604668,Jumeirah Village Circle,25.04866,55.20955,1270000,1538,3,4,Ultra,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True
412,7537169,Dubai Marina,25.075017000000003,55.137997,2650000,1786,3,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1098,7648226,Jumeirah Beach Residence,25.082647,55.135003000000005,2300000,1180,2,3,Medium,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
825,7617176,Jumeirah Village Circle,25.048001,55.205122,325000,554,0,1,Medium,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
1428,7670328,Dubai Marina,25.072375,55.136286,2999999,1674,3,4,High,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True
616,7590384,Downtown Dubai,25.195483,55.271797,1445888,666,1,2,Medium,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True
114,7271517,Downtown Dubai,25.196398,55.271002,1800000,1209,2,3,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
417,7543697,Meydan,25.15899,55.294028,675000,826,1,1,Low,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1817,7698709,Jumeirah Village Circle,25.051528,55.212972,650503,751,1,2,Ultra,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True
969,7634768,Mohammed Bin Rashid City,25.171461,55.2758,1950000,1215,2,3,High,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True
604,7588785,Motor City,25.044961,55.243608,675000,1053,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1824,7698964,Umm Suqeim,25.137409,55.188957,2192000,1351,2,2,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False
89,7213295,Jumeirah Beach Residence,25.07359,55.126352,1300000,763,1,1,Low,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
848,7620729,Palm Jumeirah,25.111229,55.136449,1699000,1890,1,2,Medium,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
1826,7698999,Umm Suqeim,25.137409,55.188957,2112000,1359,2,2,Medium,True,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False
1823,7698961,Jumeirah Beach Residence,25.082397,55.14066,3400000,2918,4,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
753,7608469,Dubai Creek Harbour (The Lagoons),25.194722,55.35916700000001,850000,695,1,1,Medium,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
498,7568238,Dubai Marina,25.086575,55.147768000000006,2099999,1381,2,3,Medium,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1276,7661690,Dubai Marina,25.074307,55.132694,1300000,1076,1,2,Medium,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1325,7665393,Dubai Land,25.107743,55.36901999999999,350000,770,1,1,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
11,6493425,Dubai Marina,25.075017000000003,55.137997,2094999,1058,2,3,Low,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
396,7532397,Dubai Hills Estate,25.121564000000003,55.25912,1061888,730,2,2,Medium,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
284,7494105,Dubai Creek Harbour (The Lagoons),25.201227,55.34911,864000,690,1,1,Medium,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
1066,7645208,Jumeirah Beach Residence,25.083858,55.138714,5750000,2574,3,4,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1191,7654264,Downtown Dubai,25.191719,55.270677,3100000,1995,3,5,Medium,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
1664,7687889,The Hills,25.07868,55.15786899999999,4278888,3607,3,3,Medium,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True
690,7600917,Palm Jumeirah,25.107086,55.14684499999999,1275000,1886,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1558,7680407,Motor City,25.046706,55.246714,625000,919,1,2,Low,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
1784,7697260,Remraam,25.004258,55.245986,260000,401,0,1,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
689,7600754,Dubai Harbour,25.09938,55.141275,1380888,745,1,1,Medium,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
851,7621078,Town Square,25.010066,55.290055,808000,1340,3,3,High,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,False
159,7375749,Downtown Dubai,25.194186,55.269439,1650000,792,1,2,Medium,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
895,7625557,Dubai Marina,25.089463,55.148929,1200000,1503,3,3,Low,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1505,7676202,Greens,25.0902,55.17514499999999,1300000,1441,2,2,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False
257,7470843,Mohammed Bin Rashid City,25.177819,55.308533,808520,492,1,1,High,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,True
335,7501777,Jumeirah,25.240419,55.25277,1367000,818,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1788,7697548,Downtown Dubai,25.19084,55.27154399999999,1800000,1232,2,2,Medium,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
1039,7642767,Palm Jumeirah,25.126233,55.15451,5045846,1740,2,2,Medium,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False
515,7575254,Downtown Dubai,25.196398,55.271002,1025000,740,1,2,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
1348,7667085,Dubai Production City (IMPZ),25.024387,55.183351,930000,1070,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1015,7639334,Dubai Marina,25.085305,55.149287,1650000,1861,2,2,Medium,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False
768,7609645,Dubai Hills Estate,25.109367,55.247980000000005,1280000,1296,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1666,7688053,Jumeirah Beach Residence,25.082485,55.139394,3900000,2170,3,3,Medium,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
761,7608901,Old Town,25.189423,55.274427,2235000,1966,3,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1246,7660047,The Views,25.088533,55.171838,849000,755,1,1,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
1203,7654704,Downtown Dubai,25.197316,55.274196,3999888,1639,2,3,High,False,False,False,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True
1688,7689656,Dubai Marina,25.074958,55.138542,935000,609,1,2,Medium,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False
1888,7703884,Dubai Marina,25.071504,55.128579,1300000,1843,3,3,Medium,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
521,7576907,Downtown Dubai,25.196398,55.271002,1150000,713,1,1,Medium,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22,6728311,Downtown Dubai,25.197316,55.274196,3999900,2323,3,4,Medium,True,True,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
356,7516008,Dubai Silicon Oasis,25.112525,55.376107,599000,885,1,2,Medium,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
1277,7661719,Downtown Dubai,25.191719,55.270677,1850000,1406,2,3,Medium,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
1312,7664745,Downtown Dubai,25.200879,55.276331000000006,4500000,2220,3,4,Medium,True,False,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1607,7684402,Palm Jumeirah,25.112237,55.138630000000006,2300943,1095,2,3,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
340,7505722,Palm Jumeirah,25.112725,55.109525,1750000,1750,2,3,Medium,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
431,7546267,Dubai Marina,25.082217,55.142624,913548,529,0,1,Low,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
473,7559549,Business Bay,25.189282,55.28915799999999,1100000,952,1,2,Medium,False,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
217,7434458,The Views,25.09003,55.170014,1699999,1642,2,2,High,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False
911,7626837,City Walk,25.202965,55.260897,4949999,2420,3,4,Low,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1227,7658095,The Views,25.088903,55.171065000000006,1300000,850,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1524,7678136,Al Furjan,25.027747,55.154654,989888,1400,2,3,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1011,7638912,Downtown Dubai,25.191719,55.270677,2300000,1350,2,2,Medium,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1854,7701602,Palm Jumeirah,25.111229,55.136449,1650000,1890,1,2,Medium,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True
93,7233845,Downtown Dubai,25.197316,55.274196,2100000,826,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1008,7638744,Jumeirah Beach Residence,25.082647,55.135003000000005,2110000,766,1,2,Medium,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
1070,7645482,Al Kifaf,25.233787,55.294217,1359000,990,1,2,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
1092,7647339,Downtown Dubai,25.194761,55.282343,3700000,1518,2,3,Medium,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False
